Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
BBO58792,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58823,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58768,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58816,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58726,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-09,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58720,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58721,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58722,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58723,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-05,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58724,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-05,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58725,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-05,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58729,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58715,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58711,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58713,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58855,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58871,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58885,2019-10-29T00:00:00Z,Betacoronavirus 1,764,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58886,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58896,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-04,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58872,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58876,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58883,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58894,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58902,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58903,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58877,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58834,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58870,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-05,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58890,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58830,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58831,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58833,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58835,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58836,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58841,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58842,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58846,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58853,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58854,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58860,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58861,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58865,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58866,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58867,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58878,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58882,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58889,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58891,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58897,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-04,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58771,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2013-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58762,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58732,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58744,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58745,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58739,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-11,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58740,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-11,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58756,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58747,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-04,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58858,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58746,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58849,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58776,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2013-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58770,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2013-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58812,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58824,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58898,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-05,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58748,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-04,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58821,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58850,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58856,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58874,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58875,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58881,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58868,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58815,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58851,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58887,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58880,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58899,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-06,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58742,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58803,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58827,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58904,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58905,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58820,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58832,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58837,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58838,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58857,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58727,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58738,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-11,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58754,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-07,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58755,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58767,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58773,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2013-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58787,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58790,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58796,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58797,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58802,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58737,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-11,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58749,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-04,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58760,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58761,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58766,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58772,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2013-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58778,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58814,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58844,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58718,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58733,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58879,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58864,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58808,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58809,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58788,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58743,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2011-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58765,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2012-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58785,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58731,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58863,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58779,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2014-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58826,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58839,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58862,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58892,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58719,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58712,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58717,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2009-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58728,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58730,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2010-10,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58845,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58888,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58893,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58873,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58895,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-03,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58900,2019-10-29T00:00:00Z,Betacoronavirus 1,767,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-12,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58807,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58884,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2017-02,"spike glycoprotein, partial [Human coronavirus OC43]"
BBO58819,2019-10-29T00:00:00Z,Betacoronavirus 1,763,Japan:Yamagata,Homo sapiens,oronasopharynx,2015-01,"spike glycoprotein, partial [Human coronavirus OC43]"
QEO75985,2019-09-16T00:00:00Z,Human coronavirus 229E,1171,USA,Homo sapiens,,2018,spike protein [Human coronavirus 229E]
QEG59356,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-07-03,"spike, partial [Human coronavirus NL63]"
QEG59361,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-07-06,"spike, partial [Human coronavirus NL63]"
QEG59359,2019-09-01T00:00:00Z,Human coronavirus NL63,603,China,Homo sapiens,oronasopharynx,2018-08-15,"spike, partial [Human coronavirus NL63]"
QEG59358,2019-09-01T00:00:00Z,Human coronavirus NL63,603,China,Homo sapiens,oronasopharynx,2018-08-15,"spike, partial [Human coronavirus NL63]"
QEG59360,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-08-01,"spike, partial [Human coronavirus NL63]"
QEG59355,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-07-06,"spike, partial [Human coronavirus NL63]"
QEG59362,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-08-01,"spike, partial [Human coronavirus NL63]"
QEG59354,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-08-01,"spike, partial [Human coronavirus NL63]"
QEG59357,2019-09-01T00:00:00Z,Human coronavirus NL63,602,China,Homo sapiens,oronasopharynx,2018-08-01,"spike, partial [Human coronavirus NL63]"
QEG03776,2019-08-25T00:00:00Z,Betacoronavirus 1,1362,USA,Homo sapiens,,2019,spike protein [Human coronavirus OC43]
QEG03767,2019-08-25T00:00:00Z,Betacoronavirus 1,1358,USA,Homo sapiens,,2019,spike protein [Human coronavirus OC43]
QEG03748,2019-08-25T00:00:00Z,Human coronavirus NL63,1355,USA,Homo sapiens,,2019,spike protein [Human coronavirus NL63]
QEG03757,2019-08-25T00:00:00Z,Betacoronavirus 1,1358,USA,Homo sapiens,,2019,spike protein [Human coronavirus OC43]
QEG03794,2019-08-25T00:00:00Z,Betacoronavirus 1,1358,USA,Homo sapiens,,2019,spike protein [Human coronavirus OC43]
